	0
5c8cd59d-b3bf-4e43-ba33-d384ef899bab	843
c4732857-ec7c-4626-9b87-e1a620617902	1068
8b2691f1-de17-4506-856b-ac7bf19d02be	1361
a584091d-f89d-4fc9-aec7-6f82da9f2f77	1251
e763f750-9f8d-4aa9-a96a-2d728cbd407e	1007
b3c41a8e-99fc-4f86-b0f2-59c429a30df4	2114
b9527452-dbeb-4876-bd33-b2208a1e0cb3	1818
35113af7-7484-48d7-a091-d1d68d4011a8	1281
c2d4e343-4cd9-43d0-ae17-b41e4acffa72	1259
81a16586-6e8e-4c56-956b-d5aa7a8c40fa	1784
e8845efb-0319-40cf-8a49-bcb35ec54165	1513
e7b27da1-6073-4d80-a37c-df0737448410	1457
e3bbfa6d-31b7-44be-aa44-0e606af7e1bd	827
42807329-4d16-4060-8196-c1c076b9cc1e	1047
73c448e1-1fc6-4d33-a105-4868bda7c135	1124
7dc0f178-7863-4726-92a6-b8435c080479	1222
1286b81d-2aae-4c53-ab3c-a6c5f1d19ec1	785
a3d32e18-55fe-4b65-987d-a876ad41cf15	1465
6a30fe39-299d-42e8-b169-6ef88ec5fac5	1978
7605ef62-d4da-403d-9918-dbd3d060c6a4	612
cf53e5c0-3509-4e92-81c5-25f6234dde54	635
ae7ca2e8-c188-433a-a872-530c1629ba26	1761
66a1d2ce-f4f3-4116-b2be-dcaaf7dab728	830
17231f71-7f51-4f19-b1cb-6a5f8bd74236	1083
7bd33325-2140-419b-ad54-f312699af12b	916
4d379c6f-f18e-4ed7-a1ac-2be21881a96d	876
435f4661-f2e7-4595-8414-9c8e008d1e1a	1506
e5e11219-3da7-49d8-9dd2-f62b6be9171e	1226
8b9fc103-f39e-480a-bba1-dc4c5240338f	1644
9f31f8a3-2ffe-4408-a59a-61dcfb0201b5	1141
ae7af071-c72c-4ec0-9f6a-c756766bc511	1365
d029fad0-6e23-4c5c-986f-4de52a1e1623	1043
cd9c8618-ffb4-4b84-b681-123f24e84497	835
7fcb7b0a-6bd2-4a96-9d11-b2b4daf6a43c	2304
f55dc274-8832-4970-9813-10ddebcbb2f4	1490
3299433d-bf94-4db1-982d-0d5281da2dd8	1134
bd37581a-8e73-4531-9228-39802bb5d743	1245
cc8a480f-3f3b-4de9-83d0-a242b379c9e5	930
bd25f9fe-114a-4bd1-a124-f46fc4a1c283	916
1ef7c628-0894-47ef-9232-8cded52a21b8	1067
ad4232a7-9d54-4aa7-a06d-00464b9b2462	1529
8b2d7de5-c1e3-481e-8467-2afeff3de6c8	893
a41a12f1-2080-4950-ae4b-058ad02326a2	1274
9de99365-4447-4a93-887e-724eaa8a0ee1	1053
0b8334b5-0c01-4925-b3c4-85c7dd6afcad	1854
0b5732ca-1bf6-42d8-8e09-ea2f4992d1cb	2366
a5b97f0e-9e2c-4e8a-8846-0336defa4aa5	1353
2366a1b5-bc10-40f4-acf7-07ef33adc8f4	1308
87bfd9d2-6092-4841-a01a-6996350fda7c	988
d904adf3-b789-49fc-b564-b76629569183	1320
9ecb6192-cc2c-4fa0-957a-c637b92841f1	1588
957548cd-c0b5-4b67-8144-0f752fcf96a4	1455
1457e137-5c03-4a88-978b-071c77bc4751	1573
36a5bbbb-153b-47de-9901-65f1a405ccfd	3434
df06abda-28c3-4f12-ab3f-45368f488cfe	1112
c49f089b-b5ee-4a9a-8c01-2f6aaacb766d	1572
85fc393a-aa33-4aca-9656-7a4a300e8259	1253
a54394cc-8429-4ae1-a9e8-5b42a659fe66	1257
7d6366a6-fb8d-4da6-a23d-c93ffec81d6a	717
55b3f33d-a40a-4603-b565-f49d12312562	1357
af115641-1838-463f-bb71-9f60ffdc38f4	641
5acc167e-e9c1-43f8-ad53-1173e0c8a899	768
dfb5dddc-34f3-4553-aade-f23a69d1c618	1491
de497304-3d19-42b5-86a8-4e83398c611c	1232
41f0564c-229c-474b-b62d-18b061916a13	1118
af6ed219-4802-433c-a8ea-ba9f6abba93a	1035
98b6c2d8-bc08-45af-926c-c9e3c53c5935	1431
79a8fecd-0f3d-4d0f-a438-f74b46819fdd	544
7463c5f0-1218-4def-a14b-478e54127176	1187
f7b447ab-2abe-4aac-9f60-8d8a6a20473f	1150
e7592c0e-7e1c-4a84-91fe-416754e736b7	1368
63c98751-02d6-457e-b70f-d83437c378be	1564
d12e63bc-881e-410b-a0d1-ac2aaf3301df	1201
625fe208-c28f-42c2-b800-6f611634d8c8	1035
f28a62ce-ebc3-4ee9-9d4e-270885589d18	1280
e27adc04-7587-4a4f-978c-33c2bbaa73dd	754
3ddcf5f0-1de6-481a-bf67-d2fb3f6ac602	847
e7b31c21-8993-4e58-952e-4503c69d04fe	1457
a4628a71-42d6-41a5-b1e2-70fb808e32b1	1485
f28154a1-53da-4cd5-99bc-a08639da749a	1456
57ac3624-3f81-4e89-b458-5804d7ad5ad0	951
f363e9b4-60ac-406f-aa92-e39b799b807d	907
d564e98a-bcd5-4785-bb28-179c081f1dfb	1190
475d7595-40f5-4b65-96f6-3a45583246de	1035
71f9c495-62b1-4aae-8cfe-578eb8a1a1d4	1006
fa92a40b-9cf1-4a98-ae63-522f06b471b1	1232
453bbf18-2445-4eaa-9405-ba7560c91cfd	706
956f08f3-2093-44a9-88aa-a4936c0ed3fa	1011
5a31b89e-21c4-42d1-98b9-1f6b3b9b5a84	1552
be1e8f51-1971-4b48-b404-93ef0bfb7c42	1319
b3608e6e-cb58-4c32-baa5-949b37c1f8cb	1320
337c7014-def8-4d1a-94ab-faf35d9e508e	882
00c566ac-c9ca-4303-8a85-333b04d50df2	1541
de9bf70d-ff29-4d38-a0d3-7c717debaf78	636
a105aacd-7161-45f9-9463-43413988ec51	1152
3642f9a6-b5d8-45d4-8127-b85a6a4df37c	1238
2211aa39-9ce2-45bd-9a8f-441322fd6c61	1308
0063cd63-ec3e-45d8-98b0-39be827f2eec	1182
e1c8c8cb-8c9e-414e-a0f9-f6c88300ab00	1044
6f284cbb-18d5-4bf7-b289-bc5b6a1215ff	1202
a65c8d49-7134-476a-8f74-1f4614a24e4c	1003
c81dd35a-5a16-499e-9f33-78da76815919	1147
56d68c7c-7c0a-4be9-81f7-16e73a24b0e9	848
dbd52b19-8591-4810-ba7b-35064960d29c	1763
afd88bb4-a01f-486e-846b-81dfc407f5ef	978
af033364-392b-43dd-89c0-276237008288	1306
123f47e4-336b-46c4-95e3-cd2cc0ef4ed0	959
7f28a225-011e-45c4-b8fb-ba9d77b8cb53	901
7b9e40d3-ce92-46dd-9b4f-de08c52f4ccd	1166
0dd087b3-97aa-4ede-adc6-7ad237dfbebe	824
1bb40184-87ca-432f-9a3d-6397f5df32e3	835
9f3042dc-1ed3-48cf-9499-c5586e381098	922
fc7eaf95-1ec2-4348-bacb-041fc8d83444	2021
cc248941-d0ad-4b57-a902-048a84855901	925
026e7986-bae2-4f07-965a-ece80ddc979e	728
82efb64d-cf28-4d34-967a-653edd848cb4	1527
c040162a-d78e-44f8-848b-d523c2525323	863
35f8d599-07fd-4c38-ab03-94d9ff0e9e9d	1132
3f29fa09-79b3-4c3c-8bb7-92dece3cf897	1038
b50837a3-5479-4166-a2b5-6a4f179cb03d	796
31316957-a5da-474e-9bf0-d8516dce8131	1377
52ef4ca5-b20c-498e-a2be-70b1ed033338	1451
6ff81b66-3e6c-4f03-9252-12b6ad1eda27	1319
c6f2ed69-25bd-479f-af0c-bc491c4313d7	1095
dcb1639e-b4be-4ac4-9978-5ebc028b7e88	1418
3756592d-0081-4742-9f82-e22fb210680c	1431
4220047b-1aad-4d92-a649-aa7a225ac56d	1406
92611478-dd0d-48b5-b606-8359345f5b82	1329
ab0d561b-1eaa-4355-8b7d-eaeb22373988	1773
1e16b93e-bbdd-4a27-a093-9861ebe8a476	649
39c0b247-10a0-4a37-8cd9-6673ffdca54c	978
2e69f339-fc50-4df2-a023-0880cba1e5a0	1204
4e26b84d-814d-4a94-812a-ad9beb39368d	1924
57609bfe-02ce-49bf-98f8-abfe89db4060	1235
9433b4a0-cca9-4ae4-a0d4-2c09bb5fab0f	1327
d4ec4369-4811-498b-b774-6c4074d927c1	1172
169dc282-bae9-42b0-9dab-250a549d77d3	1603
73030dac-abf8-4085-ae48-4aff674bb55d	1192
e7f75381-6808-496e-afca-32fb7e892ae1	1269
14b93e17-47e2-47c1-a558-f152652462a3	727
357ae634-fb71-4a71-b2dd-676ef2c496c6	1216
afff32c4-ed3f-42ca-8e0b-bb7861563a43	905
2611bf70-ce7b-45c9-aa6e-a9b040763fe6	979
c0aa4c0e-94a8-4fbd-a1ed-613bdcf7ef9a	1289
2db3036b-0748-46d9-aa0b-d36a52b67d96	1188
a1ff83e9-a9bd-4d24-bf44-459bb1a942fc	1919
287ca425-71f7-45e5-826c-9f427b26ac8c	1163
9aa9474f-ed42-4f10-9e76-7c2a9bb61b9f	1263
4923b8be-267a-4ed6-8439-a7b6d9d8ee0f	1053
6c451bf7-d3c9-4a49-9f25-c8e267895c1a	1134
54481ced-b96b-45ea-9e48-5752319bdb4d	1572
e9feb552-2cf4-4324-a0db-739bb74ba802	1950
df5284f1-7974-401a-9d1b-f8fd4df9d720	927
dd26732b-fa8f-4ae2-9a78-d682f19f81b0	1479
7713983f-1977-495c-8896-a50ed93dd84f	1598
a15b8a11-961c-44e0-a3b9-a43158829e49	1036
6e72131f-e2eb-4820-8b0d-00ebfdc68968	1430
b13749c9-0485-48cd-8a48-aa4666972c4f	991
dd3a383a-43ad-4756-a603-08e78575bd14	2164
1d85f688-e9a2-4151-880c-fa106b35a66f	1140
d149c553-ebd0-4d8e-b7bd-96975652c25b	987
6e73b0e3-2ebf-4810-8ea1-30e9d530d58a	1055
e15e5a65-dd8b-4627-938d-4ddd4ddd895d	1412
a472a274-82bc-4ae5-9148-20afa750fa7b	863
7c9e9bca-d836-4fa4-8ca4-fc52c5d15a39	1711
14224e9d-2afa-4a3a-acf3-2f3452210fab	1173
c42ce600-94da-404b-8331-1c1c991e35c7	1831
180d7b2c-153a-45c3-a567-c1d28da2d57f	1272
5166c7c5-c6c5-41d7-9ef8-6766b9651ab4	984
8bd99fea-e2db-4ff2-9ba3-96f78b7e9b74	967
211dd357-3715-4d3c-ab50-67d52a5049c8	2120
9ae8da75-9b12-4f3a-a883-ef4bd615f1d1	1214
e3a0fd0c-b929-4d94-88ff-6d9f45c15e13	1868
abaac121-066f-4464-8d47-c36ecd1ccc7b	1179
67117c50-6ac4-4ed5-8cdd-929657fe647d	1506
86c24c29-5889-4b35-9587-62628a10bc6d	2324
ed893fdc-338c-4177-b03d-4460873e2837	1048
2486620e-c3f8-43f9-902d-36920b09baff	1148
da811aeb-c1fb-4107-8ac5-ada8f146541a	1137
c04e0126-c7b6-4ebf-973d-b49fd36151e4	1186
fbe8d390-2470-4a38-8aaf-b4ab41016a39	994
c9e9f0a9-b71c-4819-a89a-1745ec39b0e6	755
ad47f581-b3b9-407f-b5c8-2f7b65ad6233	1552
1197ffcf-6958-449b-8a07-5ae49e98c61b	1030
07c1f8f8-8ad1-4841-a297-0d04455a4e08	1194
c0193416-9a73-4a32-a0f6-6cd9480c8ef3	1545
e49a10f3-7953-4c6c-acc5-cdfe1d663ddf	1559
cdda9e7b-b953-4e09-8381-21cbf7f27f76	1219
3bcbfc78-2745-4566-a63c-cbf690721330	1349
66957d8a-c79e-4183-9d67-b09674d43e34	933
ccf91bc5-161e-4498-bcac-d0705bbb9678	1045
501711df-efd7-461e-bb73-8e2933920987	1023
75d565b1-1e35-4490-92a0-e16e5905334b	700
09db51a9-a6d2-47c5-83e4-e85c2f064a57	1227
fc05015f-7645-463d-830c-d04cb0d9bd9b	1638
